,Unnamed: 0,payment_date,volume,is_workday,lag_30,lag_61,lag_91,ewm_7,ewm_30,ewm_91
49,49,2025-03-22,961.0,0,1150.0,0.0,0.0,1393.874673709149,1515.2548770949768,1549.0174761940311
50,50,2025-03-23,619.0,0,1703.0,0.0,0.0,1200.1560052818618,1457.4319817985267,1528.7997049724218
51,51,2025-03-24,942.0,1,1732.0,0.0,0.0,1135.6170039613962,1424.1783055534606,1516.0431896469345
52,52,2025-03-25,1453.0,1,1701.0,0.0,0.0,1214.9627529710472,1426.037769711302,1514.6726855241752
53,53,2025-03-26,1083.0,1,465.0,0.0,0.0,1181.9720647282854,1403.9063006976698,1505.2884967084321
54,54,2025-03-27,1058.0,1,1826.0,0.0,0.0,1150.979048546214,1381.589765168788,1495.5648337365096
55,55,2025-03-28,818.0,1,1940.0,0.0,0.0,1067.7342864096604,1345.2291351578986,1480.8351634378898
56,56,2025-03-29,1752.0,0,1520.0,0.0,0.0,1238.8007148072452,1371.4724167606148,1486.7300511892402
57,57,2025-03-30,490.0,0,2345.0,0.0,0.0,1051.600536105434,1314.6032285825106,1465.0620065981698
58,58,2025-03-31,1158.0,1,1528.0,0.0,0.0,1078.2004020790755,1304.4997944804134,1458.3867455851662
59,59,2025-04-01,0.0,1,1758.0,0.0,0.0,808.6503015593066,1220.338517417161,1426.682685898532
60,60,2025-04-02,1322.0,1,2016.0,0.0,0.0,936.98772616948,1226.897322745086,1424.4069753355204
61,61,2025-04-03,586.0,1,1985.0,1741.0,0.0,849.24079462711,1185.5491083744353,1406.1807367412698
62,62,2025-04-04,996.0,1,910.0,1375.0,0.0,885.9305959703324,1173.3201336406007,1397.2637642034163
63,63,2025-04-05,629.0,0,2014.0,0.0,0.0,821.6979469777493,1138.2027056637878,1380.5623780250812
64,64,2025-04-06,915.0,0,787.0,1312.0,0.0,845.023460233312,1123.8025311048339,1370.4414567636663
65,65,2025-04-07,1428.0,1,472.0,825.0,0.0,990.767595174984,1143.4281742593607,1371.692729442717
66,66,2025-04-08,1238.0,1,1781.0,429.0,0.0,1052.575696381238,1149.5295823716601,1368.7863657591797
67,67,2025-04-09,1298.0,1,1077.0,520.0,0.0,1113.9317722859284,1159.1083189928434,1367.2475317209366
68,68,2025-04-10,1053.0,1,1422.0,1187.0,0.0,1098.6988292144463,1152.2626209933053,1360.4160636400466
69,69,2025-04-11,1430.0,1,1694.0,1280.0,0.0,1181.5241219108348,1170.1811615743825,1361.9287579087413
70,70,2025-04-12,329.0,0,2135.0,0.0,0.0,968.3930914331261,1115.911409214745,1339.4737849107253
71,71,2025-04-13,0.0,0,1421.0,0.0,0.0,726.2948185748446,1043.9171247492775,1310.354789586579
72,72,2025-04-14,680.0,1,1992.0,437.0,0.0,714.7211139311335,1020.4386005719048,1296.6514245955666
73,73,2025-04-15,971.0,1,1344.0,1157.0,0.0,778.7908354483501,1017.2490134382335,1289.572045800011
74,74,2025-04-16,168.0,1,2240.0,2004.0,0.0,626.0931265862625,962.4587545067346,1265.1900448043586
75,75,2025-04-17,193.0,1,1984.0,2462.0,0.0,517.8198449396968,912.8162542159777,1241.8815655694812
76,76,2025-04-18,133.0,1,1824.0,1435.0,0.0,421.61488370477264,862.5055281375276,1217.7754445788403
77,77,2025-04-19,272.0,0,891.0,2215.0,0.0,384.2111627785795,824.4083972899451,1197.2151088271262
78,78,2025-04-20,910.0,0,1410.0,1738.0,0.0,515.6583720839346,829.9304361744648,1190.971302113493
79,79,2025-04-21,461.0,1,961.0,1748.0,0.0,501.993779062951,806.1284725503059,1175.1023607631996
80,80,2025-04-22,453.0,1,619.0,1150.0,0.0,489.7453342972132,783.3459904502862,1159.404483355304
81,81,2025-04-23,661.0,1,942.0,1703.0,0.0,532.5590007229099,775.4527007438162,1148.5696032823626
82,82,2025-04-24,297.0,1,1453.0,1732.0,0.0,473.66925054218245,744.5847845667959,1130.0572206023112
83,83,2025-04-25,0.0,1,1083.0,1701.0,0.0,355.25193790663684,696.5470565302285,1105.4907592848697
84,84,2025-04-26,941.0,0,1058.0,465.0,0.0,501.68895342997763,712.3182141734396,1101.9148732134595
